title	link	date	author	text	comment_rbloggers
R: Calculating all possible linear regression models for a given set of predictors	https://www.r-bloggers.com/2009/02/r-calculating-all-possible-linear-regression-models-for-a-given-set-of-predictors/	February 6, 2009	markheckmann	"Although the graphic at the left might not seem a 100% appropriate, it gives a hint to what I am about to do. I want to calculate all possible linear regression models with one dependent and several independent variables.  I do not want to address bias and fitting issues or the question if this makes sense from a statistical point of view in this posting. Here I want to emphasize the technical issues only. To solve the task, several approaches are possible. The first one is a step-by-step approach using a lot of code. Another one would be to make use of a specialized package. The packages leaps and meifly would be appropriate for the task but have some slight drawbacks in terms of flexibility. I will not address solutions using these packages here, but I would like to point out that in contrast to the below only a few lines of code would do the job. Let’s suppose we have the following set of four possible regressors. Now we want to construct a formula that contains the first and third regressor. So the paste commmand works vectorwise which helps a lot in this case. Now we add a plus sign between the regressors…  … and add the left side of the equation. The 1 in the formula models the intercept , 0 would be a model without intercept. Now let’s make a formula out of it. So we can construct a formula from each row of a TRUE /FALSE matrix which determines if a regressor is used or not. Now we need a TRUE / FALSE matrix of all the possible regressor combinations. The expand.grid() function produces one (see ?expand.grid). The last line describes a trivial model as it does not contain any regressors (as it contains only FALSE values), thus it is removed. Now we can apply the above way of formula construction to each row of the matrix so we get a list with all the possible models. The last step is to use each list element for the calculation. So basically, here our computation work is done, but as in most cases a lot of work follows to prepare the data in a nice way. So now let’s get all the important information into one dataframe. Let’s say we want a data frame like the following. So  we need to extract all the following information (coefficients, SE etc.) and cast them into one data frame. This used to be one of the nasty tasks in R. Here Hadley Wickhams plyr package really helps a lot. ldply takes a list, applies a function and casts the results into ONE data frame (see ?ldply). As function return value it expects a data frame or a vector. The advantage to return data frames is that the ldply() function uses rbind.fill for combining the results when they are data frames. rbind.fill() allows a different number of columns in each data frame. Here this is the case as a different number of regressors are  used each time. So we have to make sure that the function returns a data frame. Thus we use as.data.frame paying attention to the orientation of the data frame, using t() in case it is outputted as one column. This was really a lot of code. But now we have assembled all the information and indices that were important for my task. To choose what is needed is simple now. And we have the flexibility to add any indices. Next time I will try to extend this example doing a k-fold estimation for each set of regressors.
 Cheers, Mark Heckmann
 
 
 "	 0 Comments
Analysis of Variance (ANOVA) using R	https://www.r-bloggers.com/2009/02/analysis-of-variance-anova-using-r/	February 5, 2009	Paul Gribble		 0 Comments
R-Sessions 31: Combining lmer output in a single table (UPDATED)	https://www.r-bloggers.com/2009/02/r-sessions-31-combining-lmer-output-in-a-single-table-updated/	February 5, 2009	Rense Nieuwenhuis		 0 Comments
If I Had a Text File, I’d Hack Regexes in the Morning	https://www.r-bloggers.com/2009/02/if-i-had-a-text-file-i%e2%80%99d-hack-regexes-in-the-morning/	February 4, 2009	John Myles White	Yesterday the topic of academic citation counts came up, so I decided that I should write up some tools for exploring cite counts. The first thing I did was to build a cheap screenscraper in Ruby for pulling citation count information from Google scholar. You’ll see the ugly hack I produced below. With that in hand, I wrote a simple wrapper to pull information for a list of authors you store in a file called authors.txt from Google Scholar. The wrapper then prints a CSV file to STDOUT that can be redirected to a file for later analysis. Then I coded up a simple barplot in R to give you a sense of the citation count for the first few authors that came to mind. The result is below. Now I think the goal should be to put these tools to a good use. 	 0 Comments
Correct Datetime / POSIXct behaviour for R and kdb+	https://www.r-bloggers.com/2009/02/correct-datetime-posixct-behaviour-for-r-and-kdb/	February 3, 2009	Thinking inside the box	"

Anyway, the reason for this post was that the R / kdb+ glue code works well
… but not for datetimes. I really like to be able to pass date/time objects
natively between systems as easily as, say, numbers or strings (and see
e.g. my Rcpp package
for doing this with R and C++) and I was a bit annoyed when the millisecond
timestamps didn’t move smoothly.  Turns out that the basic converter function in the
code had a number of problems: it converted to integer, only covered a
single scalar rather than vectorised mode, and erroneously reduced a
reference count.  A better version, in my view, is as follows:

 "	 0 Comments
Online R programming resources	https://www.r-bloggers.com/2009/02/online-r-programming-resources/	February 2, 2009	bryan	R can legitimately be called both a programming language and a statistical package.  Many books address both the programming and statistical components of R, but invariably the discussion of statistical topics is more detailed than the discussion of programming capabilities.  As a supplement, I’ve started the list of links below.  Each of these sources deals specifically and almost exclusively with the the programming aspects of R: objects, arrays, loops and conditional statements, custom functions, debugging, and so on.  I’ll add to this list as I become aware of other sites. read more 	 0 Comments
Don’t group Figures in Word	https://www.r-bloggers.com/2009/02/dont-group-figures-in-word/	February 1, 2009	[email protected]		 0 Comments
R tips: Swapping columns in a matrix	https://www.r-bloggers.com/2009/03/r-tips-swapping-columns-in-a-matrix/	March 31, 2009	Allan Engelhardt	"
Using R, the statistical analysis and computing platform, swapping two columns in a matrix is really easy: m[ , c(1,2)]  <- m[ , c(2,1)].
 
Note, however, that this does not swap the column names (if you have any) but only the values.  You could do something like colnames(m)[c(1,2)] <- colnames(m)[c(2,1)] if you need the names changed as well, but better is perhaps just to assign:
 
 "	 0 Comments
Enhanced tidy.source() (Preserve Some Comments)	https://www.r-bloggers.com/2009/03/enhanced-tidy-source-preserve-some-comments/	March 31, 2009	Yihui Xie	After a few hours’ work, I modified the function tidy.source() in the animation package so that it can preserve complete comment lines. See the tidy.source() wiki page for example. Note that inline comments will still be removed. I don’t want to spend more time on dealing with inline comments any more. 	 0 Comments
Multiple plot in a single image using ImageMagick	https://www.r-bloggers.com/2009/03/multiple-plot-in-a-single-image-using-imagemagick/	March 31, 2009	Paolo		 0 Comments
How accurate or reliable are R calculations?	https://www.r-bloggers.com/2009/03/how-accurate-or-reliable-are-r-calculations/	March 28, 2009	markheckmann	On the REvolutions Blog there is a nice posting treating the often raised concern on “How good or reliable R is”. At my university R is hardly used. Sometimes I was asked by lecturers wether the calculations done by R and its packages are accurate. The linked posting treats this matter and tries to clarify this point. 	 0 Comments
R: Zip fastener for two data frames / combining rows or columns of two dataframes in an alternating manner	https://www.r-bloggers.com/2009/03/r-zip-fastener-for-two-data-frames-combining-rows-or-columns-of-two-dataframes-in-an-alternating-manner/	March 27, 2009	markheckmann	Sometimes I find it useful to merge two data frames like the following ones by using zip feeding either along the columns or along the rows of the data frames. The following function acts like a “zip fastener” for combining two dataframes. It takes the first column (or row) of the first data frame and places it next to the first column (or row) of the second data frame and so on. Only one dimension of the data frame has to be equal to do this. E.g. to combine the columns by zip feeding the number of rows must be equal and vice versa. So here comes the code for the zipFastener() function. Actually its only the last few lines (from #zip fastener operations on) that do the job, but as I did not want to restrict the function to equal dimensions there is a little prelude. Here come some examples. I hope you find that useful. Ciao, Mark 	 0 Comments
